Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
P1037302,UPPER PLATE F & B,$12.95,$12.95,See Chart,$9.07,See Chart,,Available,TRUE,,TW,632414196095,Parcel,
P1037303,LEG RIGHT,$15.15,$15.15,See Chart,$10.61,See Chart,,Available,FALSE,,TW,632414196101,Parcel,
P1037304,LEG LEFT,$15.15,$15.15,See Chart,$10.61,See Chart,,Available,FALSE,,TW,632414196118,Parcel,
P1037441,COMPLETE KNIFE GAUGE ASSY,$14.50,$14.50,See Chart,$10.15,See Chart,,Available,FALSE,,TW,632414196149,Parcel,
P1037447,KNIFE GAUGE 1 OF 2,$3.90,$3.90,See Chart,$2.73,See Chart,,Available,FALSE,,TW,632414196156,Parcel,
P1037MANUAL,MANUAL FOR G1037 09/97,$21.95,$21.95,See Chart,$15.37,See Chart,,Unavailable,FALSE,,TW,632414196170,Parcel,
P1037Z003,DUST CHUTE,$20.30,$20.30,See Chart,$14.21,See Chart,,Available,FALSE,,TW,632414196187,Parcel,
P1037Z004,CHIP BRACKET,$27.20,$27.20,See Chart,$19.04,See Chart,,Available,FALSE,,TW,632414196194,Parcel,
P1037Z004-1,CHIP GUIDE,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,632414196200,Parcel,
P1037Z011,ROLLER,$32.35,$32.35,See Chart,$22.65,See Chart,,Available,FALSE,,TW,632414196217,Parcel,
P1037Z012,BUSHING,$4.60,$4.60,See Chart,$3.22,See Chart,,Unavailable,FALSE,,TW,632414196224,Parcel,
P1037Z013,HELICAL SPRING 2 X 28,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196231,Parcel,
P1037Z014,SPACER,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196248,Parcel,
P1037Z015,CHAIN,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,632414196255,Parcel,
P1037Z018,COVER,$19.35,$19.35,See Chart,$13.55,See Chart,,Available,FALSE,,TW,632414196262,Parcel,
P1037Z021,CHIP GUARD PLATE,$6.40,$6.40,See Chart,$4.48,See Chart,,Available,FALSE,,TW,632414196279,Parcel,
P1037Z023,ADJUSTMENT SHAFT,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,632414196286,Parcel,
P1037Z024,ADJUSTABLE SHAFT,$5.80,$5.80,See Chart,$4.06,See Chart,,Available,FALSE,,TW,632414196293,Parcel,
P1037Z025,LOCK NUT M22-1.5,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196309,Parcel,
P1037Z027,HANDWHEEL,$39.60,$39.60,See Chart,$27.72,See Chart,,Available,FALSE,,TW,632414196316,Parcel,
P1037Z031,PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196323,Parcel,
P1037Z037,UPPER FRAME,$167.85,$167.85,See Chart,$117.50,See Chart,,Available,FALSE,,TW,690550382512,Parcel,
P1037Z039,CUTTERHEAD,$120.75,$120.75,See Chart,$84.53,See Chart,,Available,FALSE,,TW,632414196347,Parcel,
P1037Z044,SHAFT,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,FALSE,,TW,632414196361,Parcel,
P1037Z045,FIXING PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z046,SPACER,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196378,Parcel,
P1037Z047,ANTI-KICKBACK FINGER,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z048,CHAIN #410 X 18,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,632414196385,Parcel,
P1037Z050,FENCE RIGHT,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414196392,Parcel,
P1037Z052,POINTER,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196408,Parcel,
P1037Z055,COVER RIGHT,$20.30,$20.30,See Chart,$14.21,See Chart,,Available,FALSE,,TW,632414196415,Parcel,
P1037Z056,SHAFT,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414196422,Parcel,
P1037Z057,GEAR COVER,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196439,Parcel,
P1037Z059,BUSHING,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196446,Parcel,
P1037Z060,GEAR 58T ,$14.50,$14.50,See Chart,$10.15,See Chart,,Available,FALSE,,TW,632414196453,Parcel,
P1037Z061,GEAR 10T,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,632414196460,Parcel,
P1037Z064,PIN,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,632414196477,Parcel,
P1037Z065,GEAR BOX COVER,$24.15,$24.15,See Chart,$16.91,See Chart,,Available,FALSE,,TW,632414196484,Parcel,
P1037Z066,BUSHING,$2.05,$2.05,See Chart,$1.44,See Chart,,Available,FALSE,,TW,632414196491,Parcel,
P1037Z067,CHAIN SPROCKET SHAFT,$7.60,$7.60,See Chart,$5.32,See Chart,,Unavailable,FALSE,,TW,632414196507,Parcel,
P1037Z069,SPROCKET,$6.70,$6.70,See Chart,$4.69,See Chart,,Available,FALSE,,TW,632414196514,Parcel,
P1037Z070,GEAR BOX,$56.80,$56.80,See Chart,$39.76,See Chart,,Available,FALSE,,TW,632414196521,Parcel,
P1037Z073,BUSHING,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196538,Parcel,
P1037Z075,GEAR 9T,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,632414196545,Parcel,
P1037Z076,BUSHING,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196552,Parcel,
P1037Z079,GEAR 72T,$17.25,$17.25,See Chart,$12.08,See Chart,,Available,FALSE,,TW,632414196569,Parcel,
P1037Z080,SPACER,$12.75,$12.75,See Chart,$8.93,See Chart,,Unavailable,FALSE,,TW,632414196576,Parcel,
P1037Z081,GEAR 46T,$11.50,$11.50,See Chart,$8.05,See Chart,,Available,FALSE,,TW,632414196583,Parcel,
P1037Z082,SHAFT,$10.25,$10.25,See Chart,$7.18,See Chart,,Available,FALSE,,TW,632414196590,Parcel,
P1037Z084,GEAR 31T,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,632414196606,Parcel,
P1037Z085,FENCE LEFT,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414196613,Parcel,
P1037Z086,FRAME MIDDLE,$173.00,$173.00,See Chart,$121.10,See Chart,,Available,FALSE,,TW,632414196620,Parcel,
P1037Z087,POST,$11.50,$11.50,See Chart,$8.05,See Chart,,Available,FALSE,,TW,632414597007,Parcel,
P1037Z088,ELEVATION SCREW M14-2 X 197,$5.80,$5.80,See Chart,$4.06,See Chart,,Available,FALSE,,TW,632414196637,Parcel,
P1037Z093,FIXING PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196644,Parcel,
P1037Z094,SHAFT,$13.60,$13.60,See Chart,$9.52,See Chart,,Available,FALSE,,TW,632414196651,Parcel,
P1037Z095,BASE,$151.60,$151.60,See Chart,$106.12,See Chart,,Available,FALSE,,TW,632414196668,Parcel,
P1037Z096,COVER LEFT,$21.75,$21.75,See Chart,$15.23,See Chart,,Available,FALSE,,TW,632414196675,Parcel,
P1037Z101,CHAIN,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,FALSE,,TW,632414196682,Parcel,
P1037Z102,SPROCKET,$9.50,$9.50,See Chart,$6.65,See Chart,,Available,FALSE,,TW,632414196699,Parcel,
P1037Z103,SPROCKET,$2.75,$2.75,See Chart,$1.93,See Chart,,Available,FALSE,,TW,632414196705,Parcel,
P1037Z104,IDLER BRACKET,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,632414196712,Parcel,
P1037Z108,SPROCKET 10T,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,FALSE,,TW,632414196729,Parcel,
P1037Z110,MOTOR 1.5HP 110V/220V 1-PH V1,$206.80,$206.80,See Chart,$186.12,See Chart,,Available,FALSE,,TW,632414196736,Parcel,
P1037Z110-1,FAN COVER V1,$14.85,$14.85,See Chart,$10.40,See Chart,,Available,FALSE,,TW,632414196743,Parcel,
P1037Z110-2,MOTOR FAN V1,$10.90,$10.90,See Chart,$7.63,See Chart,,Available,FALSE,,TW,632414196750,Parcel,
P1037Z110-3,CAPACITOR COVER V1,$10.90,$10.90,See Chart,$7.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V2,MOTOR 1.5HP 110V/220V 1-PH,$194.75,$194.75,See Chart,$175.28,See Chart,,Available,FALSE,,TW,632414196767,Parcel,
P1037Z110V2-1,FAN COVER V2.05.11,$14.85,$14.85,See Chart,$10.40,See Chart,,Available,FALSE,,TW,690550751516,Parcel,
P1037Z110V2-2,FAN COVER V2.05.11,$10.90,$10.90,See Chart,$7.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V2-3,CAPACITOR COVER V2.05.11,$10.90,$10.90,See Chart,$7.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V2-4,S CAPACITOR 300M 125V 1-9/16 X 3-7/16 V2,$31.75,$31.75,See Chart,$22.23,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3,MOTOR 1-1/2HP 110/220V 1-PH V3.07.25,$460.60,$460.60,See Chart,$322.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3-1,FAN COVER,$14.60,$14.60,See Chart,$10.22,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3-2,MOTOR FAN,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3-3,CAPACITOR COVER,$6.40,$6.40,See Chart,$4.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3-4,S CAPACITOR 200M 125V 1-3/8 X 2-3/4,$18.15,$18.15,See Chart,$12.71,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z110V3-5,R CAPACITOR 30M 300V 1-3/8 X 2-7/8,$26.40,$26.40,See Chart,$18.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z113,SWITCH ASSEMBLY,$39.60,$39.60,See Chart,$27.72,See Chart,,Available,FALSE,,TW,632414196774,Parcel,
P1037Z113-10,STRAIN RELIEF M10 TYPE-1 SNAP-IN,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196781,Parcel,
P1037Z113-12,SWITCH BOX,$4.85,$4.85,See Chart,$3.40,See Chart,,Unavailable,FALSE,,TW,690550658730,Parcel,
P1037Z113-13,SWITCH,$19.65,$19.65,See Chart,$13.76,See Chart,,Available,FALSE,,TW,632414196798,Parcel,
P1037Z113-3,SWITCH CORD,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,FALSE,,TW,632414196804,Parcel,
P1037Z113-4,SWITCH PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414196811,Parcel,
P1037Z113-7,SWITCH COVER,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,690550268595,Parcel,
P1037Z113-8,"STRAIN RELIEF 5/8"" TYPE-1 SNAP-IN",$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1037Z113-9,"POWER CORD 14G 3W 72"" 5-15P",$7.90,$7.90,See Chart,$5.53,See Chart,,Available,FALSE,,TW,632414196828,Parcel,
P1037Z114,KNOB M8 X 1.25 FEMALE,$2.75,$2.75,See Chart,$1.93,See Chart,,Available,FALSE,,TW,632414196835,Parcel,
P1037Z115,PULLEY COVER,$73.70,$73.70,See Chart,$51.59,See Chart,,Available,FALSE,,TW,632414196842,Parcel,
P1037Z116,STANDOFF-ROUND DE,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,FALSE,,TW,632414196859,Parcel,
P1037Z117,FENCE GUIDE ROD BRACKET,$5.50,$5.50,See Chart,$3.85,See Chart,,Available,FALSE,,TW,632414196866,Parcel,
P1037Z118,FENCE GUIDE ROD,$17.25,$17.25,See Chart,$12.08,See Chart,,Available,FALSE,,TW,632414196873,Parcel,
P1037Z118A,FENCE GUIDE ROD KIT,$26.35,$26.35,See Chart,$18.45,See Chart,,Available,FALSE,,TW,632414196880,Parcel,
P1037Z119,PULLEY,$20.30,$20.30,See Chart,$14.21,See Chart,,Available,FALSE,,TW,632414196897,Parcel,
P1037Z120,HANDLE,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414196903,Parcel,
P1037Z121,STAND ASSY,$187.50,$187.50,See Chart,$131.25,See Chart,,Unavailable,FALSE,,TW,632414196910,Parcel,
P1037Z121-1,BRACE LOWER SIDE,$6.40,$6.40,See Chart,$4.48,See Chart,,Unavailable,FALSE,,TW,632414196927,Parcel,
P1037Z121-2,LEG E,$16.95,$16.95,See Chart,$11.87,See Chart,,Available,FALSE,,TW,632414196934,Parcel,
P1037Z121-3,LEG F,$16.95,$16.95,See Chart,$11.87,See Chart,,Available,FALSE,,TW,632414196941,Parcel,
P1037Z121-4,END BRACE LOWER,$8.20,$8.20,See Chart,$5.74,See Chart,,Unavailable,FALSE,,TW,632414196958,Parcel,
P1037Z121-5,UPPER END BRACE,$9.40,$9.40,See Chart,$6.58,See Chart,,Available,FALSE,,TW,632414196965,Parcel,
P1037Z121-6,UPPER SIDE BRACE LEFT,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,632414196972,Parcel,
P1037Z121-7,UPPER SIDE BRACE RIGHT,$9.40,$9.40,See Chart,$6.58,See Chart,,Available,FALSE,,TW,632414196989,Parcel,
P1037Z125,MOTOR MOUNT,$70.05,$70.05,See Chart,$49.04,See Chart,,Available,FALSE,,TW,632414196996,Parcel,
P1037Z128,GEAR 57T,$13.30,$13.30,See Chart,$9.31,See Chart,,Available,FALSE,,TW,632414197009,Parcel,
P1037Z129,GEAR 20T,$5.80,$5.80,See Chart,$4.06,See Chart,,Available,FALSE,,TW,632414197016,Parcel,
P1037Z130,COMPLETE KNIFE GAUGE ASSY,$8.25,$8.25,See Chart,$5.78,See Chart,,Available,FALSE,,TW,632414197023,Parcel,
P1037Z130-2,KNIFE GAUGE 1 OF 2,$3.40,$3.40,See Chart,$2.38,See Chart,,Unavailable,FALSE,,TW,632414197030,Parcel,
P1037Z130-3,KNIFE GAUGE ROD,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,632414197047,Parcel,
P1037Z131,L-GAUGE,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,632414197054,Parcel,
P1037Z132,WRENCH 17 X 32,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,FALSE,,TW,632414197078,Parcel,
P1037Z139,SCREWDRIVER,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414197085,Parcel,
P1037Z140,DRIFT,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,FALSE,,TW,632414197092,Parcel,
P1037Z143,WIRE CLIP,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414197108,Parcel,
P1037Z144,PULLEY,$17.25,$17.25,See Chart,$12.08,See Chart,,Available,FALSE,,TW,632414197115,Parcel,
P1037Z149,MOTOR CORD,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,632414197122,Parcel,
P1037Z150,MOULDING FENCE,$7.05,$7.05,See Chart,$4.94,See Chart,,Available,FALSE,,TW,632414197139,Parcel,
P1037Z151,MOULDING FENCE RIGHT,$7.05,$7.05,See Chart,$4.94,See Chart,,Available,FALSE,,TW,632414197146,Parcel,
P1037Z152,BRACKET,$5.15,$5.15,See Chart,$3.61,See Chart,,Available,FALSE,,TW,632414197153,Parcel,
P1037Z153,KNOB M6-1 X 20 MALE,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,FALSE,,TW,632414197160,Parcel,
P1037Z155,EAR PROTECTION LABEL,$1.35,$1.35,See Chart,$0.95,See Chart,,Available,FALSE,,TW,690550300837,Parcel,
P1037Z156,RESPIRATOR/GLASSES LABEL,$1.35,$1.35,See Chart,$0.95,See Chart,,Available,FALSE,,TW,690550405754,Parcel,
P1037Z158,CUTTERHEAD COVER LABEL,$25.75,$25.75,See Chart,$18.03,See Chart,,Available,FALSE,,TW,632414197177,Parcel,
P1037Z162,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,632414197184,Parcel,
P1037Z163,GEAR 31T,$6.70,$6.70,See Chart,$4.69,See Chart,,Available,FALSE,,TW,632414197191,Parcel,
P1037Z164,GEAR 46T,$13.30,$13.30,See Chart,$9.31,See Chart,,Available,FALSE,,TW,632414197207,Parcel,
P1037Z165,FENCE ASSY,$82.15,$82.15,See Chart,$57.51,See Chart,,Unavailable,FALSE,,TW,632414197214,Parcel,
P1037ZBAG1,DUST HOOD HARDWARE BAG,$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,632414197238,Parcel,
P1037ZBAG2,STAND HARDWARE BAG,$40.50,$40.50,See Chart,$28.35,See Chart,,Unavailable,FALSE,,TW,632414197245,Parcel,
P1037ZBAG3,TOOL BAG,$28.75,$28.75,See Chart,$20.13,See Chart,,Unavailable,FALSE,,TW,632414197252,Parcel,
P1037ZBAG4,SWITCH HARDWARE BAG,$3.95,$3.95,See Chart,$2.77,See Chart,,Available,FALSE,,TW,632414197269,Parcel,
P1037ZBAG5,KNIFE JIG BAG,$12.75,$12.75,See Chart,$8.93,See Chart,,Available,FALSE,,TW,632414516046,Parcel,
P1037ZMANUAL,MANUAL FOR G1037Z 01/04,$14.65,$14.65,See Chart,$10.26,See Chart,,Unavailable,FALSE,,US,632414197276,Parcel,
P1049001,MAIN BODY,$213.15,$213.15,See Chart,$149.21,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049002,TABLE,$201.40,$201.40,See Chart,$140.98,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049003,WORM GEAR,$32.65,$32.65,See Chart,$22.86,See Chart,,Available,FALSE,,TW,632414197283,Parcel,
P1049004,WORM SHAFT,$19.25,$19.25,See Chart,$13.48,See Chart,,Available,FALSE,,TW,632414197290,Parcel,
P1049005,ECCENTRIC HOUSING,$23.60,$23.60,See Chart,$16.52,See Chart,,Available,FALSE,,TW,632414197306,Parcel,
P1049006,LOCK NUT M14-1.25,$5.50,$5.50,See Chart,$3.85,See Chart,,Available,FALSE,,TW,632414577832,Parcel,
P1049007,HOLDING COVER,$27.20,$27.20,See Chart,$19.04,See Chart,,Available,FALSE,,TW,632414197313,Parcel,
P1049009,VERNIER RING,$33.25,$33.25,See Chart,$23.28,See Chart,,Available,FALSE,,TW,632414615503,Parcel,
P1049010,MICRO COLLAR,$54.10,$54.10,See Chart,$37.87,See Chart,,Available,FALSE,,TW,632414197320,Parcel,
P1049011,HANDWHEEL,$44.10,$44.10,See Chart,$30.87,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049013,HANDLE,$12.10,$12.10,See Chart,$8.47,See Chart,,Available,FALSE,,TW,632414197337,Parcel,
P1049014,SPACER,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049015,BUSHING,$18.15,$18.15,See Chart,$12.71,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049016,CLAMP BOLT M6-1 X 25,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,,Parcel,
P1049017,CLAMP HANDLE,$6.40,$6.40,See Chart,$4.48,See Chart,,Available,FALSE,,TW,,Parcel,
P1049018,CLAMP,$11.85,$11.85,See Chart,$8.30,See Chart,,Available,FALSE,,TW,,Parcel,
P1049019,LOCK NUT M24-1.5,$27.20,$27.20,See Chart,$19.04,See Chart,,Available,FALSE,,TW,,Parcel,
P1049020,LOCK HANDLE,$5.50,$5.50,See Chart,$3.85,See Chart,,Available,FALSE,,TW,632414577849,Parcel,
P1049021,POINTER,$2.75,$2.75,See Chart,$1.93,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1049022,NEEDLE BEARING 30 X 45 X 20T,$76.75,$76.75,See Chart,$53.73,See Chart,,Available,FALSE,,TW,632414197344,Parcel,
P1049023,NEEDLE THRUST BEARING 25 X 42 4T,$16.35,$16.35,See Chart,$11.45,See Chart,,Available,FALSE,,TW,632414197351,Parcel,
P1049MANUAL,MANUAL FOR G1049 12/03,$21.95,$21.95,See Chart,$15.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1050003,WORM WHEEL,$55.20,$55.20,See Chart,$38.64,See Chart,,Available,TRUE,,TW,632414197368,Parcel,
P1050004,WORM SHAFT,$27.90,$27.90,See Chart,$19.53,See Chart,,Available,TRUE,,TW,632414197375,Parcel,
P1050010,MIRCO COLLAR,$42.30,$42.30,See Chart,$29.61,See Chart,,Available,TRUE,,TW,632414197382,Parcel,
P1050011,HANDWHEEL,$19.55,$19.55,See Chart,$13.69,See Chart,,Available,TRUE,,TW,632414197399,Parcel,
P1050013,HANDLE,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197405,Parcel,
P1050016,CLAMP BOLT M8-1.25 X 32,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414197412,Parcel,
P1050017,HANDLE,$19.85,$19.85,See Chart,$13.90,See Chart,,Available,TRUE,,TW,632414197429,Parcel,
P1051003,WORM WHEEL,$55.20,$55.20,See Chart,$38.64,See Chart,,Available,TRUE,,TW,632414197436,Parcel,
P1051004,WORM SHAFT,$31.05,$31.05,See Chart,$21.74,See Chart,,Available,TRUE,,TW,632414197443,Parcel,
P1052001,BODY,$186.05,$186.05,See Chart,$130.24,See Chart,,Available,TRUE,,TW,632414197450,Parcel,
P1052002,*DISCD*TENSION KNOB,$2.30,$2.30,See Chart,$1.61,See Chart,,Available,TRUE,,TW,632414197467,Parcel,
P1052004,SPRING 14 X 42,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197474,Parcel,
P1052005,COLLAR,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197481,Parcel,
P1052007,TENSION BRACKET,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197498,Parcel,
P1052009,SLIDING GIB,$8.65,$8.65,See Chart,$6.06,See Chart,,Available,TRUE,,TW,632414197504,Parcel,
P1052012,SLIDING BRACKET,$13.25,$13.25,See Chart,$9.28,See Chart,,Available,TRUE,,TW,632414197511,Parcel,
P1052013,HINGE PIN,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197528,Parcel,
P1052018,TOP WHEEL,$16.95,$16.95,See Chart,$11.87,See Chart,,Available,TRUE,,TW,632414197542,Parcel,
P1052021,SPACER,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197559,Parcel,
P1052022,KNURLED KNOB,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197566,Parcel,
P1052023,TRACKING KNOB,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197573,Parcel,
P1052027,GUIDE POST BRACKET,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414197580,Parcel,
P1052028,GUIDE POST W/SPRING 9 X 34,$4.60,$4.60,See Chart,$3.22,See Chart,,Available,TRUE,,TW,632414197597,Parcel,
P1052029,SPRING 9 X 34,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197603,Parcel,
P1052031,KNOB,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197610,Parcel,
P1052032,UPPER GUIDE BRACKET,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,TRUE,,TW,632414197627,Parcel,
P1052037,BLADE GUIDE SHAFT W/039,$9.70,$9.70,See Chart,$6.79,See Chart,,Available,TRUE,,TW,632414197641,Parcel,
P1052038,BLADE BACK UP SHAFT W/039,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,TRUE,,TW,632414197658,Parcel,
P1052043,LOWER WHEEL,$34.15,$34.15,See Chart,$23.91,See Chart,,Available,TRUE,,TW,632414197672,Parcel,
P1052047,GUIDE BRACKET LOWER,$4.30,$4.30,See Chart,$3.01,See Chart,,Available,TRUE,,TW,632414197689,Parcel,
P1052049,TRUNNION,$6.70,$6.70,See Chart,$4.69,See Chart,,Available,TRUE,,TW,632414197696,Parcel,
P1052053,LOCK HANDLE ASSY,$8.20,$8.20,See Chart,$5.74,See Chart,,Available,TRUE,,TW,632414197719,Parcel,
P1052062,LOCK ROD,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414197757,Parcel,
P1052069,BRUSH W/BRACKET,$3.45,$3.45,See Chart,$2.42,See Chart,,Available,TRUE,,TW,632414197795,Parcel,
P1052070,BRACKET,$3.45,$3.45,See Chart,$2.42,See Chart,,Available,TRUE,,TW,632414197801,Parcel,
P1052071,TOP WHEEL GUARD,$16.10,$16.10,See Chart,$11.27,See Chart,,Available,TRUE,,TW,632414197818,Parcel,
P1052072,LOWER WHEEL GUARD,$16.10,$16.10,See Chart,$11.27,See Chart,,Available,TRUE,,TW,632414197825,Parcel,
P1052081,MOTOR 1/2HP 110V 1-PH,$147.20,$147.20,See Chart,$132.48,See Chart,,Available,TRUE,,TW,632414197832,Parcel,
P1052081A,MOTOR 1/2HP 110V 1-PH & GEARBOX ASSY,$176.85,$176.85,See Chart,$159.17,See Chart,,Available,TRUE,,TW,632414197849,Parcel,
P1052082,GEAR BOX COVER,$12.65,$12.65,See Chart,$8.86,See Chart,,Available,TRUE,,TW,632414197856,Parcel,
P1052083,GEAR BOX CASE,$32.50,$32.50,See Chart,$22.75,See Chart,,Available,TRUE,,TW,632414197863,Parcel,
P1052089,GEAR 12T,$3.95,$3.95,See Chart,$2.77,See Chart,,Available,TRUE,,TW,632414197870,Parcel,
P1052090,GEAR 36T,$19.35,$19.35,See Chart,$13.55,See Chart,,Available,TRUE,,TW,632414197887,Parcel,
P1052091,SHAFT,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,TRUE,,TW,632414197894,Parcel,
P1052097,FENDER WASHER 1/4,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414197900,Parcel,
P1052098,SHIM,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414197917,Parcel,
P1052103,MOTOR FAN,$7.00,$7.00,See Chart,$4.90,See Chart,,Available,TRUE,,TW,632414197931,Parcel,
P1052105,CAPACITOR COVER,$10.10,$10.10,See Chart,$7.07,See Chart,,Available,TRUE,,TW,632414197948,Parcel,
P1052107,COMPLETE UPPER WHEEL SHAFT ASSY,$20.85,$20.85,See Chart,$14.60,See Chart,,Available,TRUE,,TW,632414197955,Parcel,
P1052MANUAL,MANUAL FOR G1052 04/99,$14.65,$14.65,See Chart,$10.26,See Chart,,Unavailable,FALSE,,US,632414197962,Parcel,
