Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
PSB10490201,SPLINE SHAFT,$333.05,$333.05,See Chart,$233.14,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490202,OIL SEAL 20 X 32 X 5MM,$6.40,$6.40,See Chart,$4.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490203,NEEDLE ROLLER BEARING TAF202820,$152.80,$152.80,See Chart,$106.96,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490204,FLANGE BEARING,$144.90,$144.90,See Chart,$101.43,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490205,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490208,COMBO GEAR 19T/20T,$272.35,$272.35,See Chart,$190.65,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490209,SPLINE SHAFT,$605.00,$605.00,See Chart,$423.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490210,SIDE COVER,$86.95,$86.95,See Chart,$60.87,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490212,SPACER,$56.20,$56.20,See Chart,$39.34,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490213,GEAR 19T/30T,$319.75,$319.75,See Chart,$223.83,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490214,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490216,SPLINE SHAFT,$453.80,$453.80,See Chart,$317.66,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490217,SPLINE SHAFT,$696.15,$696.15,See Chart,$487.31,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490218,WOODRUFF KEY 5 X 19,$4.85,$4.85,See Chart,$3.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490219,SIDE COVER GASKET,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490220,GEARBOX HOUSING,"$1,431.55","$1,431.55",See Chart,"$1,002.09",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490222,GEAR 38T,$257.85,$257.85,See Chart,$180.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490223,GEAR 23T/19T,$318.55,$318.55,See Chart,$222.99,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490224,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490227,CLUTCH,$98.80,$98.80,See Chart,$69.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490228,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490230,GEAR 35T,$302.55,$302.55,See Chart,$211.79,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490231,GEAR 22T,$113.25,$113.25,See Chart,$79.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490232,GEAR 19T,$101.75,$101.75,See Chart,$71.23,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490233,GEAR 20T,$83.10,$83.10,See Chart,$58.17,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490234,GEAR 24T,$113.25,$113.25,See Chart,$79.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490235,GEAR 23T,$90.90,$90.90,See Chart,$63.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490236,GEAR 27T,$98.80,$98.80,See Chart,$69.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490237,GEAR 24T,$98.80,$98.80,See Chart,$69.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490238,GEAR 28T,$113.25,$113.25,See Chart,$79.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490239,GEAR 26T,$98.80,$98.80,See Chart,$69.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490240,GEAR 38T,$128.95,$128.95,See Chart,$90.27,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490241,SPANNER NUT,$49.25,$49.25,See Chart,$34.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490243,COMBO GEAR 36T/50T,$288.05,$288.05,See Chart,$201.64,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490244,GEAR 22T,$113.25,$113.25,See Chart,$79.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490245,GEAR 22T,$122.60,$122.60,See Chart,$85.82,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490246,GEAR 22T,$143.45,$143.45,See Chart,$100.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490247,GEAR 33T,$128.95,$128.95,See Chart,$90.27,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490248,GEAR 22T,$100.25,$100.25,See Chart,$70.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490250,COMBO GEAR 20T/36T,$173.65,$173.65,See Chart,$121.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490251,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490252,FLANGE BEARING,$246.35,$246.35,See Chart,$172.45,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490253,OIL SEAL 20 X 32 X 5MM,$6.40,$6.40,See Chart,$4.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490254,SPLINE SHAFT,$348.75,$348.75,See Chart,$244.13,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490255,FLANGE BEARING,$193.55,$193.55,See Chart,$135.49,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490256,OIL SEAL 24 X 35 X 8,$7.60,$7.60,See Chart,$5.32,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490257,SHAFT,$272.35,$272.35,See Chart,$190.65,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490261,FLANGE BEARING,$80.35,$80.35,See Chart,$56.25,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490262,GEARBOX FRONT COVER GASKET,$65.25,$65.25,See Chart,$45.68,See Chart,,Available,FALSE,,TW,632414607881,Parcel,
PSB10490263,PARTITION SCREW,$13.30,$13.30,See Chart,$9.31,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490264,UPPER PARTITION SUPPORT,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490265,UPPER FORK SUPPORT,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490266,COMPRESSION SPRING 4 X 19,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490268,PARTITION PLATE,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490269,UPPER MIDDLE PARTITION SUPPORT,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490270,LOWER MIDDLE PARTITION SUPPORT,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490271,LOWER PARTITION SUPPORT,$151.30,$151.30,See Chart,$105.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490272,REVERSE-STOP PLATE,$65.85,$65.85,See Chart,$46.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490273,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490274,SHOULDER PLATE,$35.35,$35.35,See Chart,$24.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490275,INDENTED ALIGNMENT PLATE,$35.35,$35.35,See Chart,$24.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490276,ALIGNMENT PLATE,$44.10,$44.10,See Chart,$30.87,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490277,SHIFT FORK,$138.30,$138.30,See Chart,$96.81,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490278,SHIFT FORK,$126.55,$126.55,See Chart,$88.59,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490279,SHIFT FORK,$126.55,$126.55,See Chart,$88.59,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490280,SHIFT FORK,$138.30,$138.30,See Chart,$96.81,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490282,CAPTIVE PIN,$26.60,$26.60,See Chart,$18.62,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490283,ROCKER ARM,$87.90,$87.90,See Chart,$61.53,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490284,SHIFT CAM,$342.05,$342.05,See Chart,$239.44,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490285,CAM BRACKET,$198.70,$198.70,See Chart,$139.09,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490287,SPACER,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490289,WOODRUFF KEY 4 X 13,$3.95,$3.95,See Chart,$2.77,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490290,SHAFT,$84.30,$84.30,See Chart,$59.01,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490291,SHIFT PAD,$87.90,$87.90,See Chart,$61.53,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490293,SHIFT FORK,$102.65,$102.65,See Chart,$71.86,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490295,COMPRESSION SPRING 4 X 19,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490296,SHIFT PAD,$84.30,$84.30,See Chart,$59.01,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490297,PIVOT ARM,$100.25,$100.25,See Chart,$70.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490298,COMPRESSION SPRING 6 X 13,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490300,SELECTOR BAR,$237.00,$237.00,See Chart,$165.90,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490301,WOODRUF KEY 4 X 13,$3.95,$3.95,See Chart,$2.77,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490302,SHAFT,$91.20,$91.20,See Chart,$63.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490304,BUSHING,$21.20,$21.20,See Chart,$14.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490305,SHIFT FORK,$89.70,$89.70,See Chart,$62.79,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490307,"PIPE PLUG 1/2""PT",$5.50,$5.50,See Chart,$3.85,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490308,"PIPE ELBOW 1/2""PT",$9.70,$9.70,See Chart,$6.79,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490309,"PIPE NIPPLE 1/2"" X 1""",$6.40,$6.40,See Chart,$4.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490310,GEARBOX FRONT COVER,"$1,128.45","$1,128.45",See Chart,$789.92,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490311,SELECTOR SHAFT,$61.60,$61.60,See Chart,$43.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490313,SELECTOR LEVER SUPPORT,$102.65,$102.65,See Chart,$71.86,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490314,COMPRESSION SPRING 9 X 38,$5.50,$5.50,See Chart,$3.85,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490315,SELECTOR LEVER,$129.80,$129.80,See Chart,$90.86,See Chart,,Available,FALSE,,TW,632414432919,Parcel,
PSB10490317,SELECTOR LEVER COVER,$94.85,$94.85,See Chart,$66.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490318,SELECTOR FRAME,$96.60,$96.60,See Chart,$67.62,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490319,SHIFT LEVER,$84.30,$84.30,See Chart,$59.01,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490320,LEVER FLAT WASHER 5MM,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490321,LEVER END CAP,$12.40,$12.40,See Chart,$8.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490323,GEARBOX FRONT PANEL,$87.90,$87.90,See Chart,$61.53,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490339,"TAPER PIN #7 X 3-1/4""",$24.80,$24.80,See Chart,$17.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490401,COMBO GEAR 18T/60T,$223.75,$223.75,See Chart,$156.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490402,THRUST WASHER AS3047,$12.40,$12.40,See Chart,$8.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490404,COMBO GEAR 60T/81T,$512.95,$512.95,See Chart,$359.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490405,DOWEL PIN 4 X 17,$3.40,$3.40,See Chart,$2.38,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490406,COMBO GEAR 60T/72T,$315.80,$315.80,See Chart,$221.06,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490407,SPACER,$52.90,$52.90,See Chart,$37.03,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490408,CASTING PLUG,$14.25,$14.25,See Chart,$9.98,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490409,GEAR BRACKET,$277.75,$277.75,See Chart,$194.43,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490410,OIL CAP,$19.35,$19.35,See Chart,$13.55,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490411,CAM SHAFT,$144.90,$144.90,See Chart,$101.43,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490412,LEVER,$81.55,$81.55,See Chart,$57.09,See Chart,,Unavailable,FALSE,,TW,632414628510,Parcel,
PSB10490413,SHAFT,$83.10,$83.10,See Chart,$58.17,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490415,COMPRESSION SPRING 6 X 13,$3.65,$3.65,See Chart,$2.56,See Chart,,Available,FALSE,,TW,632414563842,Parcel,
PSB10490416,GEAR SHAFT 16T,$402.10,$402.10,See Chart,$281.47,See Chart,,Unavailable,FALSE,,TW,690550861659,Parcel,
PSB10490418,GEAR 81T,$319.75,$319.75,See Chart,$223.83,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490422,GEAR 18T,$96.60,$96.60,See Chart,$67.62,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490424,SHAFT,$96.05,$96.05,See Chart,$67.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490426,FEED SELECTOR PIVOT ARM,$218.60,$218.60,See Chart,$153.02,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490427,SHAFT,$134.35,$134.35,See Chart,$94.05,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490430,SHAFT BRACKET,$173.65,$173.65,See Chart,$121.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490431,FEED SELECTOR KNOB,$61.60,$61.60,See Chart,$43.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490432,SELECTOR INDICATOR PLATE,$14.25,$14.25,See Chart,$9.98,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490435,SHAFT,$80.35,$80.35,See Chart,$56.25,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490437,COMPRESSION SPRING 4 X 19,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490438,LEADSCREW SUPPORT,$88.15,$88.15,See Chart,$61.71,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490439,GEAR SHAFT 18T,$138.30,$138.30,See Chart,$96.81,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490440,WOODRUFF KEY 5 X 19,$4.85,$4.85,See Chart,$3.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490441,SHAFT BRACKET,$224.95,$224.95,See Chart,$157.47,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490442,GRADUATED DIAL,$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490444,COMPRESSION SPRING,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490445,HANDWHEEL,$394.60,$394.60,See Chart,$276.22,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490446,HANDWHEEL END CAP,$80.35,$80.35,See Chart,$56.25,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490447,HANDWHEEL HANDLE,$90.90,$90.90,See Chart,$63.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490448,HANDLE CAP SCREW,$45.90,$45.90,See Chart,$32.13,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490449,CARRIAGE STOP PLATE,$90.90,$90.90,See Chart,$63.63,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490450,APRON PANEL,$92.10,$92.10,See Chart,$64.47,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490451,BEVEL GEAR 23T,$231.85,$231.85,See Chart,$162.30,See Chart,,Available,FALSE,,TW,690550600159,Parcel,
PSB10490452,THRUST BEARING NTB/AS-2542,$54.35,$54.35,See Chart,$38.05,See Chart,,Available,FALSE,,TW,690550337963,Parcel,
PSB10490453,APRON,"$2,151.80","$2,151.80",See Chart,"$1,506.26",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490454,NEEDLE ROLLER BEARING NK29/30,$167.30,$167.30,See Chart,$117.11,See Chart,,Available,FALSE,,TW,690550945724,Parcel,
PSB10490455,SPACER,$77.30,$77.30,See Chart,$54.11,See Chart,,Available,FALSE,,TW,690550043819,Parcel,
PSB10490458,GEAR 18T,$79.15,$79.15,See Chart,$55.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490461,GEAR 18T,$80.95,$80.95,See Chart,$56.67,See Chart,,Available,FALSE,,TW,632414432926,Parcel,
PSB10490462,SPACER,$79.15,$79.15,See Chart,$55.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490463,BEVEL GEAR,$922.30,$922.30,See Chart,$645.61,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490464,O-RING 17.8 X 2.4,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550425981,Parcel,
PSB10490465,WOODRUFF KEY 4 X 13,$4.30,$4.30,See Chart,$3.01,See Chart,,Available,FALSE,,TW,690550980312,Parcel,
PSB10490466,SHAFT,$134.35,$134.35,See Chart,$94.05,See Chart,,Available,FALSE,,TW,690550527197,Parcel,
PSB10490467,OIL FENCE,$61.60,$61.60,See Chart,$43.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490468,HALF NUT LEVER ASSY.,$179.40,$179.40,See Chart,$125.58,See Chart,,Unavailable,FALSE,,TW,632414645036,Parcel,
PSB10490470,COMPRESSION SPRING 6 X 27,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490474,STEP SCREW,$44.10,$44.10,See Chart,$30.87,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490475,HALF NUT PIVOT ROD,$134.35,$134.35,See Chart,$94.05,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490476,STEP PIN,$26.60,$26.60,See Chart,$18.62,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490477,PIVOT ARM,$28.10,$28.10,See Chart,$19.67,See Chart,,Available,FALSE,,TW,690550543579,Parcel,
PSB10490478,PIVOT STOP,$192.00,$192.00,See Chart,$134.40,See Chart,,Available,FALSE,,TW,690550692130,Parcel,
PSB10490479,HALF NUT,$434.15,$434.15,See Chart,$303.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490480,HALF NUT GIB,$105.40,$105.40,See Chart,$73.78,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490481,APRON BASE PLATE,$381.60,$381.60,See Chart,$267.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490482,"PIPE PLUG 1/8""PT",$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490601,TOOL POST LEVER,$118.65,$118.65,See Chart,$83.06,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490602,LEVER HUB,$118.65,$118.65,See Chart,$83.06,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490603,HUB COLLAR,$84.30,$84.30,See Chart,$59.01,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490604,TOOL HOLDER BOLT,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490605,TOOL POST BODY,$710.35,$710.35,See Chart,$497.25,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490606,TOOL POST SHAFT,$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490607,PLUNGER,$52.90,$52.90,See Chart,$37.03,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490608,COMPRESSION SPRING 6 X 27,$5.50,$5.50,See Chart,$3.85,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490609,TOOL POST BASE,$207.45,$207.45,See Chart,$145.22,See Chart,,Available,FALSE,,TW,632414432933,Parcel,
PSB10490610A,COMPOUND REST ASSY,"$1,887.85","$1,887.85",See Chart,"$1,321.50",See Chart,,Unavailable,FALSE,,TW,632414432940,Parcel,
PSB10490611,COMPOUND REST GIB,$208.05,$208.05,See Chart,$145.64,See Chart,,Available,FALSE,,TW,690550223068,Parcel,
PSB10490612,GIB ADJUSTMENT SCREW,$28.10,$28.10,See Chart,$19.67,See Chart,,Available,FALSE,,TW,690550957727,Parcel,
PSB10490615A,LEADSCREW W/NUT ASSEMBLY,$389.45,$389.45,See Chart,$272.62,See Chart,,Available,FALSE,,TW,632414573001,Parcel,
PSB10490617,INDICATOR PLATE,$10.65,$10.65,See Chart,$7.46,See Chart,,Available,FALSE,,TW,632414432957,Parcel,
PSB10490618,LEADSCREW BRACKET,$157.95,$157.95,See Chart,$110.57,See Chart,,Available,FALSE,,TW,632414432964,Parcel,
PSB10490619,GRADUATED DIAL,$141.30,$141.30,See Chart,$98.91,See Chart,,Available,FALSE,,TW,632414573018,Parcel,
PSB10490620,DIAL BUSHING,$108.70,$108.70,See Chart,$76.09,See Chart,,Available,FALSE,,TW,632414573025,Parcel,
PSB10490621,BALL HANDLE,$58.00,$58.00,See Chart,$40.60,See Chart,,Available,FALSE,,TW,632414573032,Parcel,
PSB10490622,HANDLE,$67.95,$67.95,See Chart,$47.57,See Chart,,Available,FALSE,,TW,632414573049,Parcel,
PSB10490623,TOOL POST WRENCH,$57.45,$57.45,See Chart,$40.22,See Chart,,Available,FALSE,,TW,632414432971,Parcel,
PSB10490701,GIB ADJUSTMENT SCREW,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490702,CROSS SLIDE,"$1,584.25","$1,584.25",See Chart,"$1,108.98",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490703,PIVOT PIN,$21.20,$21.20,See Chart,$14.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490704,COMPOUND REST T-BOLT,$39.00,$39.00,See Chart,$27.30,See Chart,,Available,FALSE,,TW,690550936715,Parcel,
PSB10490705,CROSS SLIDE GIB,$242.15,$242.15,See Chart,$169.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490706,SADDLE WAY WIPER,$39.60,$39.60,See Chart,$27.72,See Chart,,Available,FALSE,,TW,632414432988,Parcel,
PSB10490707,WAY WIPER PLATE,$30.35,$30.35,See Chart,$21.25,See Chart,,Available,FALSE,,TW,632414432995,Parcel,
PSB10490708,THRUST BEARING NTB/AS2-1226,$40.80,$40.80,See Chart,$28.56,See Chart,,Available,FALSE,,TW,690550333316,Parcel,
PSB10490709,BEARING COLLAR,$26.60,$26.60,See Chart,$18.62,See Chart,,Available,FALSE,,TW,690550238352,Parcel,
PSB10490710,SPACER,$17.85,$17.85,See Chart,$12.50,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490711,WEDGE KEY 7 X 7 X 30,$7.25,$7.25,See Chart,$5.08,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490713A,LEADSCREW W/NUT ASSEMBLY,"$1,030.35","$1,030.35",See Chart,$721.25,See Chart,,Available,FALSE,,TW,632414433008,Parcel,
PSB10490716,"COOLANT NOZZLE 3/8""PT X 24""",$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,632414433015,Parcel,
PSB10490717,"COOLANT STAND PIPE W/VALVE 3/8""PT",$157.95,$157.95,See Chart,$110.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490718,LEADSCREW END BRACKET,$160.60,$160.60,See Chart,$112.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490719,SADDLE,"$3,534.70","$3,534.70",See Chart,"$2,474.29",See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490720,STRAIGHT WAY WIPER,$22.95,$22.95,See Chart,$16.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490721,STRAIGHT WIPER PLATE,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490722,"OIL CAP 3/4""NF",$10.65,$10.65,See Chart,$7.46,See Chart,,Available,FALSE,,TW,632414433022,Parcel,
PSB10490723,"TAPER PIN #6 X 2-1/2""",$9.10,$9.10,See Chart,$6.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490724,V-WAY WIPER,$22.95,$22.95,See Chart,$16.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490725,V-WAY WIPER PLATE,$10.65,$10.65,See Chart,$7.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490726,PINION SHAFT,$240.95,$240.95,See Chart,$168.67,See Chart,,Available,FALSE,,TW,690550454035,Parcel,
PSB10490727,PINION SHAFT BRACKET,$410.55,$410.55,See Chart,$287.39,See Chart,,Unavailable,FALSE,,TW,632414543974,Parcel,
PSB10490729,COMPRESSION SPRING 6 X 15,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
PSB10490730,THRUST BEARING NTB/AS2-1730,$42.30,$42.30,See Chart,$29.61,See Chart,,Unavailable,FALSE,,TW,,Parcel,
