SKU,Title,Costway Product Type,Mapped Product Type
94782651,Round Terrazzo Propane Gas Fire Pit Protective PVC Cover  Lava Rocks Included,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
23741865,Queen Size Modern Linen Bed Frame with Adjustable Headboard-Gray,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
23741865,King Size Modern Linen Bed Frame with Adjustable Headboard-Gray,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
85721346,Outdoor Double-Tiered Grill Gazebo Canopy with 2 Shelves and 7 Hooks-Beige,Outdoor > Outdoor Shades > Gazebos,Gazebos
85721346,Outdoor Double-Tiered Grill Gazebo Canopy with 2 Shelves and 7 Hooks-Red,Outdoor > Outdoor Shades > Gazebos,Gazebos
12865749,Kids Table and Chair Set with Wide Tabletop and Curved Edges for Kids Room-Natural,Baby & Kids > Toddler & Kids Furniture > Kids Table & Chair Sets,Kids Table & Chair Sets
12865749,Kids Table and Chair Set with Wide Tabletop and Curved Edges for Kids Room-White,Baby & Kids > Toddler & Kids Furniture > Kids Table & Chair Sets,Kids Table & Chair Sets
34182765,12V Kids Ride on Truck Car with Parental Remote and Music Player-Black,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
56871349,2 in 1 Wooden Mud Kitchen with Removable Water Box  and Storage Bag-Gray,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
94216738,Propane Tank Cover Table Outdoor Gas Tank Storage Hideaway Cover,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
82563794,4/6 Panel Wooden Room Divider with Carved Cutout Pattern and Solid Wood Frame-6 Panel,Decor > Decorative Accessories > Room Dividers,Room Dividers
68739415,Pegboard Display with 360° Metal Hinges and Solid Wood Frame-4 Panel,Decor > Decorative Accessories > Room Dividers,Room Dividers
35814769,62 Inches Large Cat Tower with Metal Frame and Jumping Platforms-Purple,Pets > Cat Supplies > Cat Trees  Condos & Scratchers,Cat Trees Condos & Scratchers
96154382,4-Tier Foldable Storage Shelf Collapsible Storage Rack with Lockable Wheels-Black,Furniture > Home Office > Bookcases,Bookcases
58936271,Floor to Ceiling Cat Tree with 86-99.5 Inch Adjustable Height and Extra Post-Green,Pets > Cat Supplies > Cat Trees  Condos & Scratchers,Cat Trees Condos & Scratchers
13456927,Corner Wooden Play Kitchen with Coffee Machine and Slide for Kids-Brown,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
13456927,Corner Wooden Play Kitchen with Coffee Machine and Slide for Kids-Pink,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
13456927,Corner Wooden Play Kitchen with Coffee Machine and Slide for Kids-White,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
62314759,Mid Century Modern Accent Chair with Rattan Arms and Cushion-Natural,Furniture > Living Room > Chairs > Accent Chairs,Chairs
37489562,5 Pieces Patio Dining Set 4 Cushioned Rattan Armchairs and Square Table,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Dining Sets,Patio Furniture Sets
19648352,Foldable Ping Pong Table Game Set Mini Table Tennis Table with Adjustable Height-Blue & Green,Sports > Sport Equipments,Sport Equipments
41853269,Pretend Play Grocery Store Set with Shopping Cart and 2 Chalkboards-White,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
81263579,1900 PSI 1.8 GPM Electric Pressure Washer with 4 Quick Connect Nozzles-Blue,Outdoor > Garden > Garden Tools > Pressure Washers,Garden Tools
84957361,Folding Balance Beam with Solid Wood Base and Anti-slip Bottom-Pink,Sports > Yoga > Yoga & Gym Mats,Yoga & Gym Mats
83594162,2300 PSI 1.8 GPM Electric Pressure Washer with Wheels and 5 Quick Connect Nozzles-Blue,Outdoor > Garden > Garden Tools > Pressure Washers,Garden Tools
84957361,Folding Balance Beam with Solid Wood Base and Anti-slip Bottom-Multicolor,Sports > Yoga > Yoga & Gym Mats,Yoga & Gym Mats
84957361,Folding Balance Beam with Solid Wood Base and Anti-slip Bottom-Purple,Sports > Yoga > Yoga & Gym Mats,Yoga & Gym Mats
84957361,Folding Balance Beam with Solid Wood Base and Anti-slip Bottom-Blue,Sports > Yoga > Yoga & Gym Mats,Yoga & Gym Mats
84957361,Folding Balance Beam with Solid Wood Base and Anti-slip Bottom-Beige,Sports > Yoga > Yoga & Gym Mats,Yoga & Gym Mats
13948625,40L Towel Warmer Luxury Hot Towel Bucket with 2 Heating Temperatures-White,Appliances > Washers & Dryers > Dryers,Dryers
96182754,Portable Outdoor Warm House with PE Cover and Roll-up Zippered Door,Outdoor > Garden > Greenhouses,Greenhouses
57196834,12 Volt Car Refrigerator Portable Car Fridge with Adjustable Range-35L,Outdoor > Camping > Coolers,Coolers
68951342,Toddler Bedrail with Side Pocket and 24 Adjustable Heights-Gray,Baby & Kids > Baby Safety > Bed Rails,Bed Rails
85794123,Inflatable Bounce House Kids Blow-up Bouncer with Slide without Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
74386951,6 ft Portable Folding Table 350 LBS Fold-in-Half Table with HDPE Tabletop-Black,Outdoor > Camping > Camping Furniture,Camping Furnitures
74386951,6 ft Portable Folding Table 350 LBS Fold-in-Half Table with HDPE Tabletop-Gray,Outdoor > Camping > Camping Furniture,Camping Furnitures
52836147,Nugget Countertop Ice Maker with Soft Chewable Pellet Ice-Black,Appliances > Kitchen Appliances > Ice Makers,Ice Makers
25983647,8 ft Portable Folding Table 350 LBS Fold-in-Half Table with HDPE Tabletop-Black,Outdoor > Camping > Camping Furniture,Camping Furnitures
91376245,Nursery Rocking Chair with Comfy Backrest and Armrest-Beige,Furniture > Living Room > Chairs > Accent Chairs,Chairs
25983647,8 ft Portable Folding Table 350 LBS Fold-in-Half Table with HDPE Tabletop-White,Outdoor > Camping > Camping Furniture,Camping Furnitures
46752138,Boucle Dining Chair with Curved Backrest and Metal Legs Set of 4-White,Furniture > Kitchen & Dining > Dining Chairs,Dining Chairs
38159764,10.5° Individual Driver Golf Club for Men 460CC,Sports > Golf,Golfs
64153982,(Only Cover) Kids Car Cover for Power Ride-On Toy Car with Storage Bag,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
64851739,6.6 x 6.6 Feet Outdoor Pop-up Canopy Tent with UPF 50+ Sun Protection-Pink,Outdoor > Outdoor Shades > Canopies,Canopies
57849621,Patio Swivel Barstools Set of 2 with Soft Seat Cushions-Gray,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Patio Dining Chairs,Patio Dining Chairs
53927148,6 Feet Folding HDPE Bench with 1320 LBS Capacity and Handle Lock-Brown,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Outdoor Benches,Outdoor Benches
96318527,6 ft Plastic Folding Bench with 1320 LBS Capacity and Handle-Brown,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Outdoor Benches,Outdoor Benches
34182765,12V Kids Ride on Truck Car with Parental Remote and Music Player-Navy,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
34182765,12V Kids Ride on Truck Car with Parental Remote and Music Player-Pink,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
34182765,12V Kids Ride on Truck Car with Parental Remote and Music Player-Red,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
78342156,6 ft Portable Folding Table with Rattan-Like HDPE Tabletop and Safe Lock Mechanism-Brown,Outdoor > Outdoor & Patio Furniture > Patio Tables > Picnic Tables,Picnic Tables
89372651,Outdoor Metal Swing Stand with 4 Support Bars and 2 Hanging Ways-Black,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
81697342,72 x 36 x 30.5 Inch Foldable Poker Table with 8 Cup Holders-Blue,Toys & Hobbies > Game Room,Game Rooms
79458126,48 Inch 8-Player Foldable Poker Table Top with Carrying Bag and Cup Holders-Blue,Toys & Hobbies > Game Room,Game Rooms
81697342,72 x 36 x 30.5 Inch Foldable Poker Table with 8 Cup Holders-Green,Toys & Hobbies > Game Room,Game Rooms
52769143,Indoor outdoor Sleeping mat with High density foam Cushion and Carrying Bag-Gary,Outdoor > Camping > Air Mattresses & Sleeping Bags,Air Mattresses & Sleeping Bags
31806475,Outdoor Folding Zero Gravity Reclining Lounge Chair-Orange,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Beach & Lawn Chairs,Beach & Lawn Chairs
63785194,Patio Rattan Daybed with Retractable Canopy and Side Tables-Beige,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
52697341,Makeup Vanity Desk with Mirror and Lights Dressing Table and Stool Set-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
81674529,Mid Century Wooden Accent Chairs with Leathaire Seat Cushions Set of 2-Beige,Furniture > Living Room > Chairs > Accent Chairs,Chairs
47183695,Modern Makeup Vanity Desk with Mirror and Lights and Stool Set-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
81674529,Mid Century Wooden Accent Chairs with Leathaire Seat Cushions Set of 2-Walnut,Furniture > Living Room > Chairs > Accent Chairs,Chairs
26153478,Makeup Vanity Desk Dressing Table and Stool Set with Mirror and Lights-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
46957321,Electric Heated Mattress Pad with 5 Heating Levels and Overheat Protection-Blue,Furniture > Bedroom,Bedrooms
61728453,20 Drawers Rolling Storage Cart Studio Organizer-Peach,Furniture > Home Office > File Cabinets,File Cabinets
61728453,20 Drawers Rolling Storage Cart Studio Organizer-Purple,Furniture > Home Office > File Cabinets,File Cabinets
61728453,20 Drawers Rolling Storage Cart Studio Organizer-Beige,Furniture > Home Office > File Cabinets,File Cabinets
98152376,Wooden Dining Chair Set of 2 with Rubber Wood Frame and Faux Sherpa Backrest-Walnut,Furniture > Kitchen & Dining > Dining Chairs,Dining Chairs
85974126,4 Piece Patio Rattan Conversation Set with Cozy Seat Cushions-Red,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
73952416,Twin/Queen/King Size Mattress Protector Luxury Super Soft Velvet Mattress Topper-Queen Size,Furniture > Bedroom > Mattresses,Mattresses
73952416,Twin/Queen/King Size Mattress Protector Luxury Super Soft Velvet Mattress Topper-King Size,Furniture > Bedroom > Mattresses,Mattresses
96521873,Rattan Dining Chair Set of 2 with Rubber Wood Frame and Linen Fabric Padded Seat-Walnut,Furniture > Kitchen & Dining > Dining Chairs,Dining Chairs
23958761,2-in-1 Wooden Baby Walker with Adjustable Speed and Bottom Storage-Yellow,Baby & Kids > Baby Activity > Baby Walkers,Baby Walkers
81792365,12V Battery Powered Electric Vehicle with Remote Control and 3 Speeds-Black,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
51423896,24 Inch Under Counter Dual Drawer Fridge with 37℉-64℉ Temperature Range-Silver,Appliances > Kitchen Appliances > Refrigerators & Freezers > Refrigerators,Refrigerators
90638254,Bamboo Laundry Hamper Basket with Lid and Removable Liner Bag-Yellow,Bath > Laundry Baskets,Laundry Baskets
63798541,Wooden Raised Garden Bed Planter Box with Trellis and Hanging Roof,Outdoor > Garden > Raised Garden Beds,Raised Garden Beds
31725648,Inflatable Toddler Travel Bed with Electric Pump and Raised Bed Rails-Blue,Baby & Kids > Toddler & Kids Furniture > Toddler Beds,Toddler Beds
83612547,Cat Litter Box Enclosure with Storage and 3-tier Shelves-Rustic Brown,Pets > Cat Supplies > Cat Houses,Cat Houses
92873614,12V Kids Ride on Fire Truck 2-Seater with Remote Control and Water Gun-Red,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
43986015,Modern Computer Desk Writing Workstation with Cabinet and Drawer-Black,Furniture > Home Office > Office Desks > Writing Desks,Writing Desks
83915672,Multifunctional Cat Tree Cat Tower with Scratching Posts and Top Perch-Brown,Pets > Cat Supplies > Cat Trees  Condos & Scratchers,Cat Trees Condos & Scratchers
38297541,Wooden Kids Grocery Store Playset Pretend Play Supermarket-Green,Toys & Hobbies > Pretend Toys > Play Kitchen Sets,Play Kitchen Sets
61829345,Portable 84 x 42 Inch 10-Player Foldable Padded Poker Table Top-Blue,Toys & Hobbies > Game Room,Game Rooms
61829345,Portable 84 x 42 Inch 10-Player Foldable Padded Poker Table Top-Green,Toys & Hobbies > Game Room,Game Rooms
379214658,4-Tier Bakers Rack on Wheels with Adjustable Shelves-Silver,Kitchen > Kitchen Organization > Baker's Racks,Baker's Racks
51943782,Portable 48 Inch 6-Player Foldable Poker Table Top Round Game Mat-Green,Toys & Hobbies > Game Room,Game Rooms
32486917,4 Feet Portable Camping Table with HDPE Tabletop and Metal Legs-White,Outdoor > Camping > Camping Furniture,Camping Furnitures
17958236,Wooden Dining Chair Set of 2 with Padded Seat and Back-Black,Furniture > Kitchen & Dining > Dining Chairs,Dining Chairs
94687231,Vanity Desk with 3-Color Lights and Power Outlets-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
49275186,8-Player Foldable Poker Table Top with Carrying Bag-Blue,Toys & Hobbies > Game Room,Game Rooms
49275186,8-Player Foldable Poker Table Top with Carrying Bag-Green,Toys & Hobbies > Game Room,Game Rooms
94687231,Vanity Desk with 3-Color Lights and Power Outlets-Black,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
75321946,59 Inches Media Console Table with 3-Level Shelves and 22 Dynamic Modes-White,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
49537826,58 Inches TV stand for TVs up to 65 Inches with 20 Color Led Lights-Coffee,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
82673495,Mirror Jewelry Cabinet with 20 Warm Lights and 4 Tilt Angles-Black,Furniture > Bedroom > Jewelry Armoires,Jewelry Armoires
71293586,All-Weather HIPS Kid's Adirondack Chair with with High Backrest and Armrests-Turquoise,Baby & Kids > Toddler & Kids Furniture > Kids Chairs & Seating,Kids Chairs & Seating
71293586,All-Weather HIPS Kid's Adirondack Chair with with High Backrest and Armrests-White,Baby & Kids > Toddler & Kids Furniture > Kids Chairs & Seating,Kids Chairs & Seating
82673495,Mirror Jewelry Cabinet with 20 Warm Lights and 4 Tilt Angles-White,Furniture > Bedroom > Jewelry Armoires,Jewelry Armoires
21863574,12 Piece Pots and Pans Set with Tempered Glass Lids and Handles,Kitchen > Cookware & Bakeware,Cookware & Bakewares
736298451,56 Inch Tall Cat Litter Box Enclosure with Storage-Rustic Brown,Pets > Cat Supplies > Cat Houses,Cat Houses
736298451,56 Inch Tall Cat Litter Box Enclosure with Storage-White,Pets > Cat Supplies > Cat Houses,Cat Houses
68395712,Industrial Style Rectangular Kitchen Table with Bench and Chairs-Walnut,Furniture > Kitchen & Dining > Dining Room Sets,Dining Room Sets
13879542,2 Drawer Nightstand with Storage for Living Room-Oak,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Brown,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Natural & White,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Gray,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Natural,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Oak,Furniture > Bedroom > Nightstands,Nightstands
93451762,Bedside Table Nightstand with Drawer and Open Storage Shelf-Light Gray,Furniture > Bedroom > Nightstands,Nightstands
64759213,Kids Princess Makeup Dressing Play Table Set with Mirror-Off White,Baby & Kids > Toddler & Kids Furniture > Kids Vanities,Kids Vanities
87491623,Instant Pop up Sports Tent with Carrying Bag and Floor Mat for 1-2/5-6 People-M,Outdoor > Camping > Tents,Tents
28537461,Makeup Vanity Desk Dressing Table and Stool Set with Lighted Mirror-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
39524816,20 Inch Kids Bike with Kickstand for Boys Girls,Toys & Hobbies > Ride On Toys > Kids Bike,Ride On Toys
31486259,Inflatable Bounce House 7-in-1 Bouncy Castle with Slide and Tunnel without Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
12358697,Inflatable Bounce House 7-in-1 Bouncy Castle with Slide and Tunnel with 480W Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
35864927,Inflatable Bounce House 7-in-1 Bouncy Castle with Slide and Tunnel with 550W Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
21396857,Vanity Set with Lighted Mirror and Stool with Power Outlet-Black,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
21396857,Vanity Set with Lighted Mirror and Stool with Power Outlet-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
45613987,Double Floor Bed for Twins House Beds with Safety Guardrails for 2 Kids-White,Baby & Kids > Toddler & Kids Furniture > Toddler Beds,Toddler Beds
62475391,2-in-1 Kids Vanity Makeup Table and Chair Set with Flip Top Mirror-Pink,Baby & Kids > Toddler & Kids Furniture > Kids Vanities,Kids Vanities
62475391,2-in-1 Kids Vanity Makeup Table and Chair Set with Flip Top Mirror-White,Baby & Kids > Toddler & Kids Furniture > Kids Vanities,Kids Vanities
29786351,12-Pieces 20 Inch x 20 Inch Artificial Hedge Boxwood Panels,Decor > Decorative Accessories > Decorative Fencing & Flooring,Decorative Fencing & Flooring
64129357,Makeup Dressing Table and Stool set with 3 Lighting Modes and Cabinet-White,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
89367425,Twin Size House Bed with Storage Shelf and Headboard-Gray,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
87256194,2-Tier Round End Table Set of 2 with Open Shelf and Triangular Metal Frame-Walnut,Furniture > Living Room > End & Side Tables,End & Side Tables
