Item Number,Description,MSRP,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Profit,Margin
T34189,"1-3/4"" Crown Moulding Top Knives, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550453731,Parcel,$24.50,10.00%
T34190,"2-1/4"" Crown Moulding Top Knives, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550475283,Parcel,$27.50,10.00%
T34191,"4-3/4"" Crown Moulding Top Knives, 2-Pk.",$495.00,$445.50,0,,Available,FALSE,Grizzly,TW,690550643934,Parcel,$49.50,10.00%
T34192,"Crown Moulding Side Knives for T34189 & T34190, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550716904,Parcel,$24.50,10.00%
T34193,"1-1/2"" Straight Top Knives, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550729805,Parcel,$24.50,10.00%
T34194,"3/4"" Ogee Profile Knives, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550928741,Parcel,$24.50,10.00%
T34270,"Right-Hand Welding Table Clamping Square, 600mm",$595.00,$535.50,0,,Available,FALSE,Grizzly,CN,690550892813,Parcel,$59.50,10.00%
T34271,"Left-Hand Welding Table Clamping Square, 600mm",$595.00,$535.50,0,,Available,FALSE,Grizzly,CN,690550938061,Parcel,$59.50,10.00%
T34438,2 HP Water Cooled Spindle Kit for G0403,$875.00,$787.50,0,,Available,FALSE,Grizzly,CN,690550197802,Parcel,$87.50,10.00%
T34439,4th Axis for G0403,$860.00,$774.00,0,,Available,FALSE,Grizzly,CN,690550205934,Parcel,$86.00,10.00%
T34531,"1 3/4"" Rounded Top Side Knives, 2-Pk. - Right",$335.00,$301.50,0,,Available,FALSE,Grizzly,TW,690550875380,Parcel,$33.50,10.00%
T34532,"3/4"" Shiplap Side Knives, 2-PK. - Right",$285.00,$256.50,0,,Available,FALSE,Grizzly,TW,690550973864,Parcel,$28.50,10.00%
T34533,"Crown Moulding Side Knives for T34191, 2-Pk.",$285.00,$256.50,0,,Available,FALSE,Grizzly,TW,690550055119,Parcel,$28.50,10.00%
W1667WAR03,"8-1/2"" Benchtop Oscillating Drill Press - 3 Year Warranty",$290.00,$261.00,0,$290.00,Unavailable,FALSE,Shop Fox,,,Parcel,$29.00,10.00%
W1667WAR05,"8-1/2"" Benchtop Oscillating Drill Press - 5 Year Warranty",$315.00,$283.50,0,$315.00,Unavailable,FALSE,Shop Fox,,,Parcel,$31.50,10.00%
W1839WAR03,"6"" Variable-Speed Grinder with Work Light - 3 Year Warranty",$220.00,$198.00,0,$220.00,Unavailable,FALSE,Shop Fox,,,Parcel,$22.00,10.00%
W1839WAR05,"6"" Variable-Speed Grinder with Work Light - 5 Year Warranty",$240.00,$216.00,0,$240.00,Unavailable,FALSE,Shop Fox,,,Parcel,$24.00,10.00%
W1840WAR03,"8"" Variable-Speed Grinder with Work Light - 3 Year Warranty",$265.00,$238.50,0,$265.00,Unavailable,FALSE,Shop Fox,,,Parcel,$26.50,10.00%
W1840WAR05,"8"" Variable-Speed Grinder with Work Light - 5 Year Warranty",$290.00,$261.00,0,$290.00,Unavailable,FALSE,Shop Fox,,,Parcel,$29.00,10.00%
W1872WAR03,"16"" VS Scroll Saw w/ Foot Switch, LED, Miter Gauge, & Rotary Shaft - 3 Year Warranty",$245.00,$220.50,0,$245.00,Unavailable,FALSE,Shop Fox,,,Parcel,$24.50,10.00%
W1872WAR05,"16"" VS Scroll Saw w/ Foot Switch, LED, Miter Gauge, & Rotary Shaft - 5 Year Warranty",$270.00,$243.00,0,$270.00,Unavailable,FALSE,Shop Fox,,,Parcel,$27.00,10.00%
T30399,Infeed/Outfeed Roller Set,$829.00,$746.10,0,,Available,FALSE,Grizzly,TW,690550006975,Parcel,$82.90,10.00%
T32998,"5-15/16"" x 19-11/16"" 2-Axis Mill DRO",$599.00,$539.10,0,,Unavailable,FALSE,Grizzly,CN,690550607226,Parcel,$59.90,10.00%
T33001,"7-7/8"" x 13-13/16"" 2-Axis Lathe DRO",$609.00,$548.10,0,,Unavailable,FALSE,Grizzly,CN,690550385896,Parcel,$60.90,10.00%
T33002,"7-7/8"" x 13-13/16"" x 17-3/4"" 3-Axis Mill DRO",$769.00,$692.10,0,,Unavailable,FALSE,Grizzly,CN,690550450372,Parcel,$76.90,10.00%
T33003,"7-7/8"" x 17-3/4"" 2-Axis Mill DRO",$589.00,$530.10,0,,Unavailable,FALSE,Grizzly,CN,690550501906,Parcel,$58.90,10.00%
T33004,"7-7/8"" x 19-11/16"" 2-Axis Mill DRO",$599.00,$539.10,0,,Unavailable,FALSE,Grizzly,CN,690550641404,Parcel,$59.90,10.00%
T32995,"51-3/16"" Scale",$519.00,$467.10,0,,Available,FALSE,Grizzly,CN,690550342363,Parcel,$51.90,10.00%
T34579,110V Conversion Kit for G0621X,$489.00,$440.10,0,,Available,FALSE,Grizzly,TW,690550418822,Parcel,$48.90,10.00%
G5691,"Quick Change Tool Post Set - 13"" to 15"" Swing",$399.00,$359.10,0,,Unavailable,FALSE,Grizzly,CN,690550056918,Parcel,$39.90,10.00%
T10442,"Milling Tool Kit, 10 Pc.",$399.00,$359.10,0,,Unavailable,FALSE,Grizzly,IN,690550164095,Parcel,$39.90,10.00%
C2190,"Entry Doors 6 pc. Stile & Rail Set - Quarter Bead, 1-1/4"" Bore",$289.00,$260.10,0,,Available,FALSE,Grizzly,TW,690550921902,Parcel,$28.90,10.00%
T32461,3 HP Router Motor,$299.00,$269.10,0,,Unavailable,FALSE,Grizzly,CN,690550937941,Parcel,$29.90,10.00%
T10152,"15"" Best Planer Knives-Set of 3",$209.95,$188.96,0,,Available,FALSE,Grizzly,JP,690550054594,Parcel,$20.99,10.00%
T10877,Canister Filter for G0710 and G0710P,$208.95,$188.06,0,,Available,FALSE,Grizzly,TW,690550635595,Parcel,$20.89,10.00%
H9884,"24"" x 1"" x 1/8"" HSS Planer Knives, Set of 4",$199.95,$179.96,0,,Available,FALSE,Grizzly,TW,690550198847,Parcel,$19.99,10.00%
T21973,"Metal Guide Set for 21"" and 24"" Bandsaws",$199.95,$179.96,0,,Available,FALSE,Grizzly,TW,690550131332,Parcel,$19.99,10.00%
T25936,"3/4"" Axial and Radial Boring Bar Set, 5 pc.",$199.95,$179.96,0,,Available,FALSE,Grizzly,IN,690550250798,Parcel,$19.99,10.00%
H8193,"Optional Heavy-Duty Cast-Iron Trunnion for G0513, G0513X & G0514X",$189.95,$170.96,0,,Available,FALSE,Grizzly,TW,690550181931,Parcel,$18.99,10.00%
T33160,HEPA Filter For G0953,$189.95,$170.96,0,,Unavailable,FALSE,Grizzly,TW,690550545849,Parcel,$18.99,10.00%
T28011,Bowl-Turning Tool Rest,$179.95,$161.96,0,,Available,FALSE,Grizzly,CN,690550446375,Parcel,$17.99,10.00%
